"gene","logFoldChange"
"Bradi3g17750.1",-1.99686080886431
"Bradi5g10040.1",-1.21763476912938
"Bradi1g76500.1",-0.980002859868164
"Bradi4g03160.1",1.3741434464941
"Bradi1g09790.1",-1.28889705215478
"Bradi2g55297.1",-1.74638417923654
"Bradi3g52307.1",-1.09296368994717
"Bradi1g59587.1",-3.27725018634077
"Bradi3g35980.1",-1.44540031068507
"Bradi5g24460.1",-1.21516911620537
"Bradi3g33650.1",2.42868684138665
"Bradi1g46670.6",0.875390100743469
"Bradi1g49570.1",-3.99188836148825
"Bradi1g22920.1",4.10354370650998
"Bradi2g05851.1",-1.3509729576226
"Bradi2g48010.2",-1.20259692945334
"Bradi2g57470.1",-1.13994449765947
"Bradi5g23182.1",-1.72817687166043
"Bradi3g50750.1",1.3322829135962
"Bradi4g41040.1",-1.31163300111515
"Bradi1g24960.4",1.11664450855304
"Bradi2g47747.1",-1.48919470215091
"Bradi3g09720.8",-0.90414049096783
"Bradi3g35630.4",-1.13173567021998
"Bradi3g55317.1",-1.49042670976313
"Bradi4g21000.1",1.36714113808696
"Bradi2g36980.6",-1.18134752904497
"Bradi2g29960.5",-1.09546789670464
"Bradi2g20020.1",-1.15574028151545
"Bradi1g14983.2",-1.45657444904295
"Bradi2g09680.1",1.28447893063526
"Bradi1g56137.1",-0.861508644647565
"Bradi3g30660.1",-1.08075325988821
"Bradi1g06772.1",0.910677926496558
"Bradi3g52760.4",-1.33314788010626
"Bradi1g01750.1",-0.961768144126052
"Bradi1g15547.1",3.30528016449554
"Bradi5g03460.1",1.73795070185249
"Bradi2g39710.1",-1.43210582467087
"Bradi3g57230.1",-0.862761782390083
"Bradi1g71373.1",-1.15942459384099
"Bradi5g27069.1",1.05494469814852
"Bradi1g57750.1",-1.24576612778852
"Bradi5g19130.1",-1.465098810577
"Bradi1g14200.1",-1.53816387883063
"Bradi3g17715.2",-2.60037224191945
"Bradi4g12590.3",-1.439563249347
"Bradi3g10730.2",2.86688057031302
"Bradi3g11050.1",-1.77372837378107
"Bradi1g23610.2",-1.24073654176763
"Bradi5g16410.1",1.66304960417634
"Bradi5g19100.1",-2.38991421533754
"Bradi4g08630.1",-1.31819348024752
"Bradi2g44270.1",-1.6427128594945
"Bradi3g26930.1",-1.20593183197794
"Bradi2g14940.1",-1.84586466899223
"Bradi2g23870.1",1.81623364874731
"Bradi2g53730.1",2.02205442737845
"Bradi1g05460.1",2.29647726833264
"Bradi3g11060.1",-0.928546227351997
"Bradi4g29792.1",-1.76502329148943
"Bradi1g09240.1",-1.37289015103414
"Bradi4g36720.1",-0.800605242577162
"Bradi2g33940.1",2.1873354544295
"Bradi2g53170.1",0.81218258948547
"Bradi3g18090.1",-1.21641765393018
"Bradi2g27937.1",-1.06857569209814
"Bradi1g23692.1",-1.29113302144828
"Bradi1g25070.1",-1.77665722108046
"Bradi4g10550.4",-1.20273222089248
"Bradi4g11470.3",3.1552572706319
"Bradi4g30930.1",-1.1928678512041
"Bradi2g00740.1",-1.33628092986904
"Bradi1g45530.1",-1.99983906170456
"Bradi5g08840.2",1.57426735502664
"Bradi3g13633.1",2.09692102971229
"Bradi3g58830.1",1.64843924293201
"Bradi4g07130.1",-1.23097187690198
"Bradi4g33870.3",1.44565755764035
"Bradi3g35670.1",3.725984596853
"Bradi3g54290.3",-0.886616267075165
"Bradi2g26770.1",1.18290246275353
"Bradi5g02820.2",4.7932028523179
"Bradi3g60730.1",-2.215943417614
"Bradi1g25517.1",4.06180814479365
"Bradi2g50620.1",-2.11278009176719
"Bradi3g04930.1",-1.41937006295614
"Bradi1g78790.1",2.02808040643021
"Bradi3g17090.3",2.80206030649205
"Bradi1g39270.1",-1.40724657697997
"Bradi3g45250.1",-2.46088349338222
"Bradi5g19110.1",-1.66879431749544
"Bradi2g58152.1",-1.38801348016597
"Bradi2g13052.1",-4.09621235749308
"Bradi3g02210.1",-1.39239605178753
"Bradi5g02810.2",2.82041287496257
"Bradi5g17330.1",-0.817934453863968
"Bradi5g26567.1",-1.01435498478195
"Bradi3g26870.1",1.19576963719171
"Bradi2g06520.2",-1.05580762350387
"Bradi2g01217.1",-1.8638154327171
"Bradi2g47240.1",0.988199645336743
"Bradi2g52000.1",1.19032716172986
"Bradi2g33540.1",-2.21888156042299
"Bradi2g06670.1",1.7617588708086
"Bradi3g04750.1",-2.04335751718617
"Bradi1g74640.1",-1.07521761513201
"Bradi3g56490.4",1.22570278631414
"Bradi2g36600.1",-2.10473587169475
"Bradi5g15560.1",-1.97839062111571
"Bradi2g49680.1",1.00956345214524
"Bradi5g14170.1",-1.36895667451652
"Bradi1g57930.1",-1.24431025766386
"Bradi1g01460.1",1.19119809542356
"Bradi5g13061.4",-1.52271023175176
"Bradi2g04980.1",1.14295447979709
"Bradi1g44680.1",-2.31130709755921
"Bradi1g51010.4",-0.89412187177883
"Bradi2g10880.2",-1.51065847100655
"Bradi1g68730.1",1.52205699768341
"Bradi1g69330.1",2.14687643550662
"Bradi2g46665.1",1.8273783216905
"Bradi4g19090.3",-0.723013992996812
"Bradi1g56690.2",-1.22002142291883
"Bradi1g64010.3",-0.972401412097326
"Bradi4g25535.1",0.993472517056894
"Bradi2g45100.1",-0.75466283549128
"Bradi2g03467.1",-2.11335238242119
"Bradi2g05226.1",-0.924792819752653
"Bradi3g39210.1",-1.24223499583349
"Bradi1g63927.1",-1.87007958677109
"Bradi3g02790.6",-1.24772097143243
"Bradi3g38410.1",-1.04281238304281
"Bradi1g30930.5",-1.11943298271083
"Bradi1g50270.4",0.82903969278145
"Bradi2g33500.1",-1.02460972540846
"Bradi4g35382.1",-1.28864391677332
"Bradi4g15221.1",2.99793509810748
"Bradi1g08357.1",1.31090366402393
"Bradi3g49350.3",1.49926637035275
"Bradi3g18070.1",-2.26807173060625
"Bradi3g32297.2",1.8751063458547
"Bradi2g49057.3",-1.02358598826706
"Bradi4g20980.1",1.95503035909741
"Bradi1g58210.1",-1.09407310166447
"Bradi1g64120.1",-0.766376270158493
"Bradi2g48920.3",-0.809648226681945
"Bradi3g19010.1",-2.22921662507199
"Bradi2g45970.5",-1.60894391870417
"Bradi3g42280.1",-2.05926513941278
"Bradi3g52660.1",-1.50880412248007
"Bradi1g63390.1",2.07837322711511
"Bradi1g09000.1",-0.889939551605616
"Bradi1g21260.1",-0.833368776821511
"Bradi1g42707.2",-1.02512960247762
"Bradi4g28345.2",-2.01275178496362
"Bradi5g09170.2",-1.02168051045557
"Bradi5g09880.5",-1.25290810996441
"Bradi1g25370.1",-0.78265168887007
"Bradi4g43710.3",1.03068743116022
"Bradi3g07190.2",-1.32693097978886
"Bradi3g06070.1",-1.14721908471266
"Bradi1g64384.1",-0.795119069534463
"Bradi3g00570.1",-1.18373672907743
"Bradi1g03950.2",2.39779626578542
"Bradi2g36612.1",-2.31045252487345
"Bradi4g28336.2",-4.20458980520456
"Bradi2g08620.1",-1.09843341411115
"Bradi4g08320.4",-2.51448118773239
"Bradi1g67230.1",1.11583425608397
"Bradi1g33810.1",-1.58259655918919
"Bradi1g78040.5",-0.755462557907445
"Bradi1g24760.1",-1.47169691959352
"Bradi2g44200.1",-5.78443370526221
"Bradi1g66250.1",-0.98399943846433
"Bradi1g69170.1",-0.816071760096741
"Bradi3g42510.1",6.50488171195051
"Bradi2g06142.1",-1.89832181044685
"Bradi4g28820.2",-0.91342818449507
"Bradi2g57590.1",-0.782789385996106
"Bradi2g34547.1",-3.09138054352158
"Bradi1g52020.1",-0.796831047735266
"Bradi1g55245.1",1.6826826514441
"Bradi4g34900.1",-2.05938840761865
"Bradi2g27180.4",-1.17938928573879
"Bradi3g50740.1",0.805501803241262
"Bradi4g43212.1",-1.37668468377478
"Bradi1g55007.1",-0.94356041133775
"Bradi3g06577.1",-1.39523829659877
"Bradi3g09910.4",-2.02727211925127
"Bradi1g22450.1",1.09489586701324
"Bradi1g70720.3",-1.22773463269757
"Bradi2g54410.1",-0.808626191785908
"Bradi4g13670.1",1.04757823271746
"Bradi1g17840.1",2.27350387624037
"Bradi1g54580.1",2.58647829591496
"Bradi4g16630.1",-0.846603881442741
"Bradi2g09690.1",1.20730313881422
"Bradi2g33450.4",-1.0357400139123
"Bradi2g34120.1",1.02820154068741
"Bradi3g14580.1",-2.19746573720172
"Bradi3g30730.2",-1.71873433632353
"Bradi2g31520.2",-1.71230559688005
"Bradi1g76800.1",1.32117124402793
"Bradi2g18530.1",-1.82892439225411
"Bradi1g44720.2",1.25065740182416
"Bradi1g69407.3",-1.04827397522789
"Bradi1g09030.1",-0.729506550266389
"Bradi1g33050.1",-1.74587498560759
"Bradi1g65810.1",-1.2641111486938
"Bradi5g23150.1",-1.64047185640307
"Bradi3g44640.1",-1.01571525249934
"Bradi2g10810.1",-0.89841562558109
"Bradi4g44660.1",1.1871106900635
"Bradi3g14710.1",2.01269016395449
"Bradi2g51140.2",1.05523497843991
"Bradi5g01797.2",-2.47188076223342
"Bradi2g34620.2",-3.92077050825194
"Bradi3g47390.1",-4.0680520107589
"Bradi1g13180.1",-0.730012486940489
"Bradi2g18237.1",-1.18209582857081
"Bradi1g25990.1",0.806511764196149
"Bradi3g32353.1",1.94208843535294
"Bradi3g52690.7",-1.46986145605846
"Bradi1g20260.1",-1.29863142551924
"Bradi3g44140.1",-0.695357835187145
"Bradi3g45260.1",-0.758622865849059
"Bradi3g47220.1",-1.75988747008385
"Bradi3g37230.3",1.19654734672994
"Bradi3g55090.1",-1.21607587419617
"Bradi1g09042.1",-1.58908410883318
"Bradi5g09737.1",-0.972966150644554
"Bradi2g09434.1",1.42756754022243
"Bradi2g33690.1",-1.65315402463002
"Bradi2g59750.1",2.46755793822839
"Bradi1g70770.1",-0.731259847944335
"Bradi1g08872.1",2.46751723659177
"Bradi4g09230.1",-0.836517908410862
"Bradi4g25470.1",-1.65132734850665
"Bradi2g07550.1",-0.889493838287669
"Bradi1g20240.1",-1.97566864771118
"Bradi4g31158.1",-0.789652231870206
"Bradi2g09760.3",-0.777942613934259
"Bradi2g44930.2",-0.834522011774784
"Bradi1g45020.1",1.18389600999195
"Bradi2g39970.1",2.22794640591269
"Bradi2g43040.1",-1.88755667813513
"Bradi3g35820.1",1.80777210001814
"Bradi4g00967.1",-1.36253721937402
"Bradi2g52330.5",-0.960606006119051
"Bradi3g50220.1",-1.16316275956948
"Bradi1g64817.2",-1.22175036293799
"Bradi4g39435.1",1.46533547469475
"Bradi5g02010.3",-0.81580257171971
"Bradi2g36130.1",0.829475730537889
"Bradi1g29350.4",4.60211522175292
"Bradi2g57100.1",-0.780963186308195
"Bradi1g78350.1",0.931523746155663
"Bradi1g75800.1",1.47897356163859
"Bradi3g49140.3",0.842680661971976
"Bradi1g76787.3",1.07079344272676
"Bradi5g13710.1",-1.2521800744484
"Bradi4g23800.3",2.08520200627229
"Bradi2g36790.1",1.50199234019361
"Bradi3g14490.1",1.34963629513405
"Bradi2g27977.1",-1.31160925336469
"Bradi1g53260.1",-1.61670096506252
"Bradi1g69870.2",-0.786387749545254
"Bradi3g59690.1",-2.31351067868771
"Bradi1g12550.12",-0.982268175176017
"Bradi1g62300.1",-0.843391951106252
"Bradi1g71280.2",1.23532180537729
"Bradi2g59920.1",-0.931851526674818
"Bradi3g49170.1",-1.09594030764703
"Bradi1g19250.1",-1.17313578251174
"Bradi3g51630.5",-5.25533580208919
"Bradi1g70930.4",1.13662035964609
"Bradi1g57740.1",-1.26661677952752
"Bradi1g60320.6",0.790348530509317
"Bradi2g58091.1",1.52130827657937
"Bradi5g09310.1",-1.89293928519768
"Bradi4g23948.1",3.05587803876563
"Bradi1g07660.1",-1.3003506379374
"Bradi1g10640.1",-0.754601080249023
"Bradi5g11970.1",-3.51742243294717
"Bradi4g42536.1",3.61200016113326
"Bradi4g03410.1",-3.19563687914138
"Bradi1g72650.20",-0.739149863846025
"Bradi1g42397.5",-0.970835427375541
"Bradi1g54380.3",-1.41327971751155
"Bradi1g06677.1",1.25118991239007
"Bradi1g08390.1",-1.10562335460999
"Bradi3g24740.1",-1.71502109789739
"Bradi4g36621.1",1.62806450515114
"Bradi2g43230.1",0.825532360210168
"Bradi1g04780.1",-1.06324707936931
"Bradi2g51540.1",-1.13795441269295
"Bradi3g46710.1",-1.89864867625577
"Bradi4g15010.1",-1.29335788658548
"Bradi3g18290.2",-1.08909140165975
"Bradi1g17860.1",5.19495630603534
"Bradi3g09500.1",2.43235100582068
"Bradi5g25570.1",-2.11897509470329
"Bradi1g66036.1",-3.00880585540595
"Bradi3g35240.1",-1.87653989616682
"Bradi1g60960.2",-1.102875513768
"Bradi1g12960.6",0.697450675362764
"Bradi1g29040.1",-1.12037436126621
"Bradi2g16283.1",-3.87421713857807
"Bradi1g29457.1",-0.879889126056936
"Bradi1g64070.1",1.07234191214594
"Bradi1g68570.1",0.863198357528826
"Bradi5g16720.1",-0.567459915729042
"Bradi2g19970.1",-0.926526808424606
"Bradi2g48457.1",1.22850312344456
"Bradi1g56990.1",-0.869892959691615
"Bradi3g35700.1",1.58444613834757
"Bradi3g56801.1",-6.1066209849849
"Bradi1g23675.6",-1.03434938274267
"Bradi2g20740.1",1.20480370624077
"Bradi2g57170.1",-0.870225743232368
"Bradi3g60592.9",0.691017869573089
"Bradi5g24170.3",0.701274675119699
"Bradi4g08030.1",-0.884858446322285
"Bradi1g41830.3",-0.937285590900557
"Bradi5g19430.1",-0.684047763715293
"Bradi2g44140.1",-0.645295166981422
"Bradi2g57310.1",-0.807420979793992
"Bradi1g02810.1",0.756720257235925
"Bradi1g60100.1",-0.721898362166052
"Bradi1g73770.1",-0.690179912214626
"Bradi4g31080.1",1.124004124222
"Bradi3g16834.1",1.13192893344751
"Bradi1g08989.1",-0.952863112568999
"Bradi1g44110.1",1.03688891769441
"Bradi1g38170.1",-1.13193174173795
"Bradi2g02477.1",-2.07905654132515
"Bradi3g17741.1",-1.53922368895838
"Bradi3g51362.1",1.72111037221892
"Bradi2g19440.10",-1.51089139827563
"Bradi4g27480.1",-0.927179662696628
"Bradi1g73817.1",-1.77538055739654
"Bradi1g35600.2",1.5757971441109
"Bradi2g35467.1",0.838735713711518
"Bradi2g43150.2",-1.10321827532229
"Bradi2g25410.1",1.01951511140992
"Bradi3g13440.4",-1.02773114828141
"Bradi2g56030.1",-0.875089119182174
"Bradi1g22321.1",1.31205068094632
"Bradi2g00730.1",-1.32244163834643
"Bradi4g43290.1",-0.77486804552506
"Bradi4g43580.3",-0.90226279488501
"Bradi3g35726.1",1.05212696105587
"Bradi4g29730.3",0.832740133479219
"Bradi3g13600.1",0.714502242462498
"Bradi3g37940.2",-1.21432460045385
"Bradi2g40907.1",-2.36935553576726
"Bradi3g60517.3",-1.14158411945433
"Bradi3g05570.1",-1.50587669556677
"Bradi3g13790.2",0.934687091115005
"Bradi1g57050.3",-0.859677028146686
"Bradi2g27680.1",-1.80725585436556
"Bradi5g09790.1",1.14153986060532
"Bradi2g60340.1",-1.39539026651809
"Bradi2g62400.3",-0.898967918807505
"Bradi2g01180.1",-0.873096364582543
"Bradi4g44260.1",-0.752144214426731
"Bradi1g77990.1",1.1219760314333
"Bradi3g39800.2",-1.49543015003274
"Bradi3g50700.1",2.66720977350847
"Bradi2g06840.1",-1.70000059449042
"Bradi1g13960.1",0.759460610867313
"Bradi1g19840.1",3.21141519587127
"Bradi4g34927.3",-0.845064124414508
"Bradi1g20100.2",-0.734826431281507
"Bradi4g13600.1",-2.12476288528002
"Bradi4g42430.1",1.15012376654718
"Bradi1g72910.1",-1.01372147417187
"Bradi4g33323.1",-1.1149552274372
"Bradi3g45180.1",-0.761375304941904
"Bradi3g45270.1",1.49837840763299
"Bradi1g04970.2",1.57805990322948
"Bradi1g24147.3",-0.74978616561435
"Bradi1g19702.1",-0.765935447039301
"Bradi1g00341.1",1.44698277886841
"Bradi2g09530.2",-1.19949954790765
"Bradi3g01170.1",-0.973609503844008
"Bradi3g27630.1",2.41865577636277
"Bradi3g32210.3",-0.63673724120838
"Bradi5g19200.1",1.52142514433055
"Bradi5g03420.3",-1.76687472305241
"Bradi5g14299.1",-1.06465065140592
"Bradi5g24760.1",-1.15886862242809
"Bradi1g43417.1",-1.33327953765987
"Bradi1g05550.1",-0.976984466767409
"Bradi1g37175.1",-0.744915687000716
"Bradi3g59780.1",-1.23648647369057
"Bradi4g37110.1",-0.939061338490424
"Bradi2g05750.1",0.992229578448865
"Bradi1g68500.1",-0.749753545149438
